Unnamed: 0,Text,Tags
1550,What is SPM in sentence: Preprocessing and statistical analysis were performed in SPM 8 ( www.fil.ion.ucl.ac.uk/spm/software/spm8 ) .,3
1551,"What is DARTEL in sentence: The DARTEL toolbox was used for preprocessing [30] , with default settings for EPI data as outlined in the SPM 8 manual ( www.fil.ion.ucl.ac.uk/spm/doc/spm8_manual.pdf ) .",9
1552,"What is SPM in sentence: The DARTEL toolbox was used for preprocessing [30] , with default settings for EPI data as outlined in the SPM 8 manual ( www.fil.ion.ucl.ac.uk/spm/doc/spm8_manual.pdf ) .",2
1553,What is DARTEL in sentence: We used DARTEL to create a template of extracted grey and white matter from the anatomical images of all participants in this study ( both VLBW and control group ) with the default number of 6 outer iterations .,9
1554,What is DARTEL in sentence: The template was then normalized within the DARTEL toolbox to a 2x 2x 2 mm 3 Montreal Neurological Institute ( MNI ) template and smoothed with an 8 mm full width half maximum ( FWHM ) Gaussian kernel .,9
1555,"What is SPM in sentence: In SPM , the individual realigned and resliced EPI data from the fMRI tasks were coregistered and then normalized to 2x 2x 2 mm 3 MNI space with help of the normalized DARTEL template and smoothed with an 8 mm FWHM Gaussian kernel .",3
1556,"What is DARTEL in sentence: In SPM , the individual realigned and resliced EPI data from the fMRI tasks were coregistered and then normalized to 2x 2x 2 mm 3 MNI space with help of the normalized DARTEL template and smoothed with an 8 mm FWHM Gaussian kernel .",9
1557,"What is Talairach Daemon in sentence: The pre - defined regions were based on the Talairach Daemon labels atlas in the WFU pickatlas [32,33] .",3
1558,"What is WFU pickatlas in sentence: The pre - defined regions were based on the Talairach Daemon labels atlas in the WFU pickatlas [32,33] .",3
1559,What is SPSS Statistics in sentence: The remaining statistical analyses were carried out using IBM SPSS Statistics 22.0 .,3
1560,"What is Prism in sentence: All analyses were performed using GraphPad Prism 5 ( GraphPad Software , Inc . , La Jolla , CA , USA ) .",3
1561,"What is Epidata in sentence: All questionnaire data were double - entered using Epidata 3.1 ( The Epidata Association Odense , Denmark ) .",3
1562,"What is SAS in sentence: Statistical Analyses ( S1 Table ) were performed using SAS V 9.4 ( SAS Institute Inc , Cary , North Carolina , USA ) .",3
1563,"What is Matlab in sentence: The analyzes were performed using custom - written Matlab ™ ( The MathWorks Inc . , Version R 2014a , Natwick , MA , USA ) codes .",11
1564,"What is Statistical Package for Social Sciences in sentence: To examine the effects of distal loading within inclines and differences of loading between inclines , a marginal model ( population - averaged model ) was performed using the Statistical Package for Social Sciences 11.0 ( SPSS Inc . , Chicago , Illinois , USA ) .",3
1565,What is Librosa in sentence: For rhythm and timbre features we compute a Mel spectrogram with 40 Mel bands up to 8000 Hz using Librosa [76] .,9
1566,What is Bioplex Manager in sentence: The assay was carried out based on the protocol provided by the manufacturer and the data acquisition was done on BioPlex 2.0 Workstation ( Bio - Rad ) operated by the Bioplex Manager 4.0 software .,3
1567,"What is Bioplex Manager in sentence: The level of IL - 1 α , IL - 1 β , IL - 6 , IL - 8 , TNF - α and VEGF was calculated by the Bioplex Manager software based on the recorded 7 - point calibration curve .",3
1568,What is BLASTp in sentence: In order to determine the unique protein - specific tryptic sequences BLASTp analysis ( http://blast.ncbi.nlm.nih.gov ) was carried out searching the NCBI non - redundant protein sequence database .,3
1569,What is Skyline in sentence: SRM transition design was performed by the Skyline software [18] ( www.brendanx-uw1.gs.washington.edu ) on the protein - specific tryptic peptide sequences .,3
1570,What is Analyst in sentence: SRM - based analysis of saliva samples were carried out on a 4000 QTRAP ( ABSciex ) mass spectrometer using a NanoSpray II MicroIon Source and controlled by the Analyst 1.4.2 software ( ABSciex ) .,3
1571,What is Skyline in sentence: The SRM data were analyzed using the Skyline software [18] .,3
1572,What is MSstats in sentence: The Skyline data are publicly available through the Panorama [20] web site : ( https://panoramaweb.org/labkey/project/University%20of%20Debrecen/OSCC%20saliva/begin.view? ) The primary data were transformed into appropriate format of MSstats R - package [21-23] by an in - house developed software .,9
1573,What is R in sentence: The Skyline data are publicly available through the Panorama [20] web site : ( https://panoramaweb.org/labkey/project/University%20of%20Debrecen/OSCC%20saliva/begin.view? ) The primary data were transformed into appropriate format of MSstats R - package [21-23] by an in - house developed software .,11
1574,"What is Epi in sentence: For evaluation of test performances multivariate receiver operating characteristic ( ROC ) curve analyses [26] were constructed by the Epi R - package [27] , the accuracy and the 95 % confidence intervals were calculated .",9
1575,"What is R in sentence: For evaluation of test performances multivariate receiver operating characteristic ( ROC ) curve analyses [26] were constructed by the Epi R - package [27] , the accuracy and the 95 % confidence intervals were calculated .",11
1576,"What is SPSS in sentence: Data analysis was performed by SPSS software , version 23 .",3
1577,"What is R in sentence: We fitted the ERMM with the R package “ Mixer ” [24] , [39] - [41] .",11
1578,"What is Mixer in sentence: We fitted the ERMM with the R package “ Mixer ” [24] , [39] - [41] .",9
1579,"What is Matlab in sentence: The Fast Louvain and Spectral algorithms were carried out using the Matlab “ Brain Connectivity Toolbox ” ( http://www.brain-connectivity-toolbox.net/ , accessed 15th June 2013 ) [49] .",11
1580,"What is Brain Connectivity Toolbox in sentence: The Fast Louvain and Spectral algorithms were carried out using the Matlab “ Brain Connectivity Toolbox ” ( http://www.brain-connectivity-toolbox.net/ , accessed 15th June 2013 ) [49] .",9
1581,"What is adjustedRandIndex in sentence: To calculate the ARI scores , we used the function “ adjustedRandIndex ” in R software [58] , [59] and , for the ICC and AIC , we use the R function “ lmer ” [60] that employs a Restricted Maximum Likelihood procedure [61] to obtain estimates of , and AIC .",9
1582,"What is R in sentence: To calculate the ARI scores , we used the function “ adjustedRandIndex ” in R software [58] , [59] and , for the ICC and AIC , we use the R function “ lmer ” [60] that employs a Restricted Maximum Likelihood procedure [61] to obtain estimates of , and AIC .",11
1583,"What is R in sentence: To calculate the ARI scores , we used the function “ adjustedRandIndex ” in R software [58] , [59] and , for the ICC and AIC , we use the R function “ lmer ” [60] that employs a Restricted Maximum Likelihood procedure [61] to obtain estimates of , and AIC .",11
1584,"What is lmer in sentence: To calculate the ARI scores , we used the function “ adjustedRandIndex ” in R software [58] , [59] and , for the ICC and AIC , we use the R function “ lmer ” [60] that employs a Restricted Maximum Likelihood procedure [61] to obtain estimates of , and AIC .",9
1585,"What is SPSS in sentence: Survey data was analyzed in SPSS version 23 ( IBM SPSS Statistics , Armonk , New York ) after importation from CSPRO version 6.1 ( United States Census Bureau , Washington DC ) where it was entered and cleaned .",3
1586,"What is SPSS Statistics in sentence: Survey data was analyzed in SPSS version 23 ( IBM SPSS Statistics , Armonk , New York ) after importation from CSPRO version 6.1 ( United States Census Bureau , Washington DC ) where it was entered and cleaned .",3
1587,"What is CSPRO in sentence: Survey data was analyzed in SPSS version 23 ( IBM SPSS Statistics , Armonk , New York ) after importation from CSPRO version 6.1 ( United States Census Bureau , Washington DC ) where it was entered and cleaned .",3
1588,"What is Nvivo in sentence: Cleaned FGD data was coded into salient themes in Nvivo 10 ( QSR international , Melbourne ) and analyzed using the content analysis method .",3
1589,"What is JMP in sentence: All tests were performed using the JMP 5.0 Statistics software package ( SAS Institute Inc . , Cary , NC ) .",3
1590,What is PRIMER in sentence: We did this by comparing the similarities between the relative species compositions among areas and sites using cluster analysis and non - metric multi - dimensional scaling ( MDS ) plots based on Bray - Curtis similarity indices ( PRIMER v. 6 ) .,3
1591,"What is Vegan in sentence: In addition to the graphical analyses , we compared differences in species compositions among areas with a permutation MANOVA , using the “ Vegan ” package in the “ R ” statistical program .",9
1592,"What is R in sentence: In addition to the graphical analyses , we compared differences in species compositions among areas with a permutation MANOVA , using the “ Vegan ” package in the “ R ” statistical program .",11
1593,"What is SAS in sentence: We used a mixed - model , repeated - measures analysis of variance ( ANOVA ) to test for differences in species abundance and mean sizes of fishes inside and outside of MPAs , both at the time of implementation , and as change over time using data from the entire seven - year sampling period ( SAS v 9.4 ) .",3
1594,"What is SPSS in sentence: Also , we conducted a factor analysis in SPSS to identify groups of species with highly correlated distributions , then used those groups to determine how well CPUE obtained from one species could predict relative abundance of co - occurring species .",3
1595,What is SPM in sentence: VBM analyses were performed using SPM 8 ( http://www.fil.ion.ucl.ac.uk/spm ) as previously described [24] .,3
1596,"What is Diffeomorphic Anatomical Registration Through Exponentiated Lie Algebra in sentence: Third , the segmented images were iteratively registered by the Diffeomorphic Anatomical Registration Through Exponentiated Lie Algebra toolbox [26] .",9
1597,"What is SPM in sentence: Voxel - based multiple regression analyses ( based on general linear model ) were performed by SPM 8 , with voxel - wise GMV value as dependent variable and N and E scores of personality traits as covariates of interest .",3
1598,"What is AlphaSim in sentence: This correction was conducted using the AlphaSim program embedded into the REST Software ( http://www.restfmri.net/forum/REST_V1.8 ) , which applied Monte Carlo simulation to calculate the probability of false positive detection by considering both the individual voxel probability threshold and cluster size [30] .",9
1599,"What is REST in sentence: This correction was conducted using the AlphaSim program embedded into the REST Software ( http://www.restfmri.net/forum/REST_V1.8 ) , which applied Monte Carlo simulation to calculate the probability of false positive detection by considering both the individual voxel probability threshold and cluster size [30] .",3
1600,What is SAS in sentence: The random sequence was generated by our statistician ( C.V . ) using the SAS software .,3
1601,What is SAS in sentence: Analyses were conducted using the SAS ™ 9.3 software .,3
1602,"What is SPSS in sentence: All analyses were performed using SPSS software ( version 17.0 , IBM , China ) for Windows 7.0 .",3
1603,"What is Windows in sentence: All analyses were performed using SPSS software ( version 17.0 , IBM , China ) for Windows 7.0 .",5
1604,What is SPSS Statistics in sentence: The analyses were performed using IBM SPSS Statistics version 22.0 .,3
1605,"What is Excel in sentence: Sensitivity , specificity , predictive values and Youden ’ s J - Index were calculated using a Microsoft Excel spreadsheet provided by The Critical Appraisal Skills Programme ( CASPe ) , which is available at redcaspe.org .",3
1606,"What is Cervus in sentence: Program Cervus 3.0 [ 49 , 50 ] was used to calculate the number of alleles , allele frequencies , null allele frequencies and exclusion probabilities for each locus , and the combined exclusion probability .",3
1607,"What is COLONY in sentence: The likelihood - based , COLONY 2 program [51] was used to analyze genetic relationships between the attending males , feeding females and the offspring in the nests .",3
1608,What is SAS in sentence: All statistical analyses of the data were performed with SAS [52] .,3
1609,"What is Stan in sentence: Models were fitted using Stan 2.3.0 [78] , a Hamiltonian Monte Carlo sampler , to draw samples from the joint posterior density of the parameters .",3
1610,What is Rstan in sentence: Model code was generated using a convenience package for Rstan known as map2stan [79] .,3
1611,What is map2stan in sentence: Model code was generated using a convenience package for Rstan known as map2stan [79] .,9
1612,What is R in sentence: All statistical analyses were undertaken using R 3.1.0 ( http://www.r-project.org ) .,11
1613,"What is TensorFlow in sentence: Google ’ s deep learning framework TensorFlow [40] was used to train , tune , and test the CNN .",9
1614,"What is PyRadiomics in sentence: Engineered feature extraction and selection : Engineered features were computed using PyRadiomics [41] , an open - source radiomics package .",9
1615,"What is irr in sentence: Feature stability was quantified using the intraclass correlation coefficient ( ICC ) , using the irr package [42] and the test - retest RIDER dataset [33,43] .",9
1616,What is mRMRe in sentence: Supervised selection was done using the mRMR method ( minimum redundancy maximum relevance ) with the mRMRe package [44] .,9
1617,"What is caret in sentence: The tuning process involved a nested cross - validation technique ( 5,000 - fold , 5 times ) using the caret package [45] on the training dataset to select the best parameters , such as the number of variables randomly sampled .",9
1618,"What is survcomp in sentence: Finally , a meta p - value was computed combining the results of the radiotherapy and surgery datasets using the survcomp package [46] .",9
1619,"What is GSEA in sentence: As gene sets , we tested expert - curated pathways from the C2 Reactome collection version 6 available at MSigDB [53] using the GSEA software version 3 with 1,000 permutations .",3
1620,What is GSEA in sentence: We used the GSEA software ’ s Normalized Enrichment Score ( NES ) to quantify the association of the rank of genes with pathways and validated the NES with the false discovery rate ( FDR ) as per [54] to correct for multiple hypothesis testing .,3
1621,"What is Stata in sentence: All analyses were conducted using Stata version 12 ( College Station , TX ) .",3
1622,What is Image - J in sentence: Protein levels were quantified by optical density using Image - J Software ™ and expressed as the ratio to β - actin represented by arbitrary units .,3
1623,"What is Statistica in sentence: All tests were performed using the software Statistica ™ ( StaSoft Inc . , Tulsa , USA ) , version 8.0 and graphs were drawn with the software GraphPad Prism ™ , version 5.0 .",3
1624,"What is Prism in sentence: All tests were performed using the software Statistica ™ ( StaSoft Inc . , Tulsa , USA ) , version 8.0 and graphs were drawn with the software GraphPad Prism ™ , version 5.0 .",3
1625,"What is Endnote in sentence: Assessment of studies , data extraction and analysis : Records were exported from Endnote to Sente for first screening by one of the authors ( AB ) .",3
1626,"What is Sente in sentence: Assessment of studies , data extraction and analysis : Records were exported from Endnote to Sente for first screening by one of the authors ( AB ) .",3
1627,"What is MATLAB in sentence: Custom MATLAB software ( MathWorks , Natick , MA ) was used for spike waveform detection , outlier rejection , and sorting .",11
1628,"What is MATLAB in sentence: All analyses were performed in MATLAB ( MathWorks , Natick , MA ) .",11
1629,"What is MATLAB in sentence: These were compared to predicted responses ( Fig 1D ) obtained by convolution of the STRF with the validation stimulus ( MATLAB conv 2 function ; [16,23,40,62] ) .",11
1630,"What is MATLAB in sentence: To obtain the null STAs , spike times were circularly shifted by a random value ( MATLAB circshift function ) selected from an interval equal to the stimulus duration [63] .",11
1631,"What is MATLAB in sentence: Following gain thresholding , the remaining clusters ( contiguous pixels identified with the MATLAB bwconncomp function ) were subjected to a range of cluster mass thresholds corresponding to the same 30 logarithmically spaced p values described above .",11
1632,"What is FSL in sentence: Data were preprocessed in FSL ( v. 5 ; http://fsl.fmrib.ox.ac.uk/fsl ) , which involved motion correction , brain extraction , high - pass filtering ( 100 s ) , and spatial smoothing ( 6mm FWHM ) .",3
1633,"What is Artifact Rejection Toolbox in sentence: To accomplish this , we used the Artifact Rejection Toolbox ( ART ; http://www.nitrc.org/projects/artifact_detect/ ) to create confound regressors for motion parameters ( 3 translation and 3 rotation parameters ) , and additional confound regressors for specific image frames with outliers based on brain activation and head movement .",9
1634,"What is CONN in sentence: All functional connectivity analyses were performed in the CONN toolbox 14.p [46] , with SPM 8 ( Wellcome Department of Imaging Neuroscience , London , UK ; www.fil.ion.ucl.ac.uk/spm ) .",9
1635,"What is SPM in sentence: All functional connectivity analyses were performed in the CONN toolbox 14.p [46] , with SPM 8 ( Wellcome Department of Imaging Neuroscience , London , UK ; www.fil.ion.ucl.ac.uk/spm ) .",3
1636,"What is SPM in sentence: Anatomical images were segmented into gray matter , white matter , and CSF with SPM 8 in order to create masks for signal extraction .",3
1637,"What is CONN in sentence: The CONN toolbox [46] uses principal component analysis ( PCA ) to extract 5 temporal components from the segmented CSF and white matter , which were entered as confound regressors in the subject - level GLM .",9
1638,What is ART in sentence: Motion from the ART toolbox was included as a confound regressor .,9
1639,"What is ART in sentence: From the motion translation parameters , the ART toolbox calculates mean displacement , and we used this measure as well as the number of motion and mean signal outliers in order to compare the degree of head movement between the groups .",9
1640,What is conn in sentence: Functional connectivity was performed in the conn toolbox v. 14p [46] .,9
1641,"What is Wake Forest University PickAtlas in sentence: Seeds were generated using the Wake Forest University PickAtlas [ 50 , 51 ] using a 4mm radius .",3
1642,"What is NLME in sentence: In this analysis , values were log - transformed to conform to assumptions of linearity , and linear mixed effects models ( NLME package version 3.1 - 118 in R ) were used to account for ACTH challenge ( I and II ) and individual identity as random factors , because two individuals were tested in both challenges ( F1 and M4 ) and because we had multiple samples per individual which were not evenly distributed among the three day time periods .",9
1643,"What is R in sentence: In this analysis , values were log - transformed to conform to assumptions of linearity , and linear mixed effects models ( NLME package version 3.1 - 118 in R ) were used to account for ACTH challenge ( I and II ) and individual identity as random factors , because two individuals were tested in both challenges ( F1 and M4 ) and because we had multiple samples per individual which were not evenly distributed among the three day time periods .",11
1644,"What is R Studio in sentence: All statistical tests , carried out in R Studio Version 0.98.1102 and SPSS ( IBM SPSS Statistics for Macintosh , version 22.0 ) , were two - tailed and the statistical significance level was set at 0.05 .",3
1645,"What is SPSS in sentence: All statistical tests , carried out in R Studio Version 0.98.1102 and SPSS ( IBM SPSS Statistics for Macintosh , version 22.0 ) , were two - tailed and the statistical significance level was set at 0.05 .",3
1646,"What is SPSS Statistics in sentence: All statistical tests , carried out in R Studio Version 0.98.1102 and SPSS ( IBM SPSS Statistics for Macintosh , version 22.0 ) , were two - tailed and the statistical significance level was set at 0.05 .",3
1647,"What is Macintosh in sentence: All statistical tests , carried out in R Studio Version 0.98.1102 and SPSS ( IBM SPSS Statistics for Macintosh , version 22.0 ) , were two - tailed and the statistical significance level was set at 0.05 .",5
1648,"What is Psychophysics Toolbox in sentence: Visual and auditory stimuli were presented using Psychophysics Toolbox version 3.0.10 [ 22 , 23 ] running on MATLAB 7.9 ( MathWorks Inc , MA , USA ) and a Macintosh laptop running OS - X 10.6.8 ( Apple Inc , CA , USA ) .",9
1649,"What is MATLAB in sentence: Visual and auditory stimuli were presented using Psychophysics Toolbox version 3.0.10 [ 22 , 23 ] running on MATLAB 7.9 ( MathWorks Inc , MA , USA ) and a Macintosh laptop running OS - X 10.6.8 ( Apple Inc , CA , USA ) .",11
1650,"What is OS - X in sentence: Visual and auditory stimuli were presented using Psychophysics Toolbox version 3.0.10 [ 22 , 23 ] running on MATLAB 7.9 ( MathWorks Inc , MA , USA ) and a Macintosh laptop running OS - X 10.6.8 ( Apple Inc , CA , USA ) .",5
1651,"What is MATLAB in sentence: A posteriori coil reconstruction of the coil position was based on custom - written MATLAB ( MathWorks Inc , MA , USA ) scripts .",11
1652,"What is SPM in sentence: The fMRI data were analysed using SPM 8 ( Wellcome Department of Imaging Neuroscience , London ; www.fil.ion.ucl.ac.uk/spm ) [40] .",3
1653,What is GREAT in sentence: Functional annotation tool GREAT ( http://bejerano.stanford.edu/great/public/html/index.php ) was used to associate both proximal and distal input ChIP - seq peaks with their putative target genes and thereby identify genes that may be regulated by SATB 2 [58] .,3
1654,What is GREAT in sentence: We used the default basal plus extension approach within GREAT where each gene in the genome is assigned a basal regulatory domain of a minimum distance of 5kb upstream and 1kb downstream of the transcription start site of the canonical isoform of the gene ( regardless of other nearby genes ) .,3
1655,"What is GREAT in sentence: In addition , GREAT utilizes a set of literature curated regulatory domains that extend the regulatory domain for each gene to include its known regulatory element .",3
1656,"What is GREAT in sentence: GREAT mapped 1,341 ChIP - seq peaks to 1,800 unique gene IDs .",3
1657,"What is GREAT in sentence: Given the large default extension region applied in GREAT , this may have led to a number of spurious results .",3
1658,"What is Ensembl in sentence: The Ensembl data - mining tool BioMart ( http://www.ensembl.org/index.html ) was then used to convert these mouse gene IDs to human gene IDs , which resulted in a final set of 778 human genes .",3
1659,"What is BioMart in sentence: The Ensembl data - mining tool BioMart ( http://www.ensembl.org/index.html ) was then used to convert these mouse gene IDs to human gene IDs , which resulted in a final set of 778 human genes .",3
1660,What is MAGMA in sentence: We performed GSA using MAGMA [26] ( http://ctg.cncr.nl/software/magma ) and summary statistics from various GWAS .,3
1661,"What is MAGMA in sentence: However , MAGMA still identifies a very large number of associated genes despite factoring in the LD information .",2
1662,"What is MAGMA in sentence: Of 278 genes that map to chromosome 6 ( 25 - 35Mb ) , 130 genes were associated with SZ in our MAGMA analysis .",3
1663,"What is MAGMA in sentence: To avoid the excessive number of associated genes biasing the MAGMA GSA , we excluded all genes within the MHC region from our GSA of SZ .",3
1664,"What is MAGMA in sentence: MAGMA was chosen because it corrects for LD , gene size and gene density ( potential confounders ) and has significantly more power than other GSA tools [68] .",3
1665,What is MAGMA in sentence: Numerical data used for all figures displaying MAGMA results are provided in S9 Table .,3
1666,What is BioMart in sentence: Mouse gene IDs were converted to human gene IDs using BioMart .,3
1667,"What is Brain Vision Analyzer in sentence: The Brain Vision Analyzer software ( Brain Products , Munich , Germany ) was used for off - line correction of the gradient artifact and filtering of the EEG signal .",3
1668,"What is FMRIB Software Library in sentence: Seed - based Functional Connectivity Group Analysis : Data processing was carried out using FMRIB Software Library ( FSL ) , www.fmrib.ox.ac.uk , Oxford U.K . , FSL version 4.1 [25] , [26] .",3
1669,"What is FSL in sentence: Seed - based Functional Connectivity Group Analysis : Data processing was carried out using FMRIB Software Library ( FSL ) , www.fmrib.ox.ac.uk , Oxford U.K . , FSL version 4.1 [25] , [26] .",3
1670,"What is FSL in sentence: The following preprocessing steps were applied : ( 1 ) removal of the first two volumes of each scan to allow for equilibrium magnetization , ( 2 ) slice timing correction using Fourier - space time - series phase - shifting , ( 3 ) non - brain tissue removal [27] , ( 4 ) motion correction using a 6 - parameter linear transformation using a maximization of the correlation ratio ( default settings of FSL ) [28] , ( 5 ) intensity normalization of all volumes of each run as implemented in FSL ( 6 ) spatial smoothing using a Gaussian kernel with 6 mm full width at half maximum ( FWHM ) , ( 7 ) high - pass temporal filtering with cut off frequency of 0.01 Hz .",3
1671,"What is FSL in sentence: The following preprocessing steps were applied : ( 1 ) removal of the first two volumes of each scan to allow for equilibrium magnetization , ( 2 ) slice timing correction using Fourier - space time - series phase - shifting , ( 3 ) non - brain tissue removal [27] , ( 4 ) motion correction using a 6 - parameter linear transformation using a maximization of the correlation ratio ( default settings of FSL ) [28] , ( 5 ) intensity normalization of all volumes of each run as implemented in FSL ( 6 ) spatial smoothing using a Gaussian kernel with 6 mm full width at half maximum ( FWHM ) , ( 7 ) high - pass temporal filtering with cut off frequency of 0.01 Hz .",3
1672,What is FSL in sentence: We performed between - groups analyses using the mixed - effects model implemented in FSL [39] .,3
1673,"What is FSL in sentence: Corrections for multiple comparisons at the cluster level was carried out based on random field theory as implemented in FSL [39] ( threshold formtok > 2.7 ; cluster significance : p < 0.05 , corrected ) .",3
1674,What is SAS in sentence: We used a multiple imputation with k = 10 imputed data sets via the SAS procedure MI .,3
1675,"What is SAS in sentence: For each single imputation data set , we then performed logistic regression models for the previously selected covariates and combined the results via the SAS procedure MIANALYZE .",3
1676,"What is Statistical Package for the Social Sciences in sentence: Statistical analysis was performed with the Statistical Package for the Social Sciences ( SPSS , Chicago , IL , USA , version 21.0 ) and SAS 9.2 for Windows 9.2 TS Level 1M 0 ( SAS Institute Inc . Cary , NC , USA ) .",3
1677,"What is SAS in sentence: Statistical analysis was performed with the Statistical Package for the Social Sciences ( SPSS , Chicago , IL , USA , version 21.0 ) and SAS 9.2 for Windows 9.2 TS Level 1M 0 ( SAS Institute Inc . Cary , NC , USA ) .",3
1678,"What is Windows in sentence: Statistical analysis was performed with the Statistical Package for the Social Sciences ( SPSS , Chicago , IL , USA , version 21.0 ) and SAS 9.2 for Windows 9.2 TS Level 1M 0 ( SAS Institute Inc . Cary , NC , USA ) .",5
1679,"What is SPSS in sentence: Statistical software SPSS version 21 ( IBM SPSS , Armonk , NY , USA ) was used for all analyses .",3
1680,"What is SLINK in sentence: Prior to the SNP - based linkage analyses in the two families , power analysis with 1,000 simulations was conducted using the SLINK package [ 59 , 60 ] .",3
1681,What is PLINK in sentence: The SNP markers were checked for genotyping errors using the PLINK [66] and PEDSTATS [67] packages and SNPs with genotyping errors were removed from the analysis .,3
1682,What is PEDSTATS in sentence: The SNP markers were checked for genotyping errors using the PLINK [66] and PEDSTATS [67] packages and SNPs with genotyping errors were removed from the analysis .,3
1683,"What is Pedigree - Based Analysis Pipeline in sentence: Files were formatted for MCMC linkage analysis and an ideal set of SNPs was chosen for a marker panel with the Pedigree - Based Analysis Pipeline ( PBAP ) [68] , targeting marker spacing of 0.5 centimorgan ( cM ) , minor allele frequency ( MAF ) > 0.2 , and LD between markers < 0.04 .",3
1684,What is MORGAN in sentence: MCMC - based linkage analysis was conducted with the gl _ auto and gl _ lods programs of the MORGAN 3.2 package [70-72] .,3
1685,"What is Copy Number Inference from Exome Reads in sentence: First , genotypes from the exomes were entered into the Copy Number Inference from Exome Reads ( CoNIFER ) package [74] .",3
1686,"What is CoNIFER in sentence: For CoNIFER - based CNV discovery , reads from each exome were split into up to two consecutive 36mers and mapped using the single - end mode of mrsFAST [75] , then aligned to the hg 19 reference genome .",3
1687,"What is mrsFAST in sentence: For CoNIFER - based CNV discovery , reads from each exome were split into up to two consecutive 36mers and mapped using the single - end mode of mrsFAST [75] , then aligned to the hg 19 reference genome .",3
1688,"What is PennCNV in sentence: Here , we calculated CNVs with two software packages , PennCNV [76] and cnvHap [77] .",3
1689,"What is cnvHap in sentence: Here , we calculated CNVs with two software packages , PennCNV [76] and cnvHap [77] .",3
1690,"What is PennCNV in sentence: PennCNV uses a hidden Markov model ( HMM ) approach , incorporating several types of information including total signal intensity , allelic intensity ratio at each marker , distance between SNPs , and allele frequencies .",2
1691,"What is PennCNV in sentence: Like PennCNV , cnvHap uses an HMM approach but additionally incorporates chromosome - wide haplotypic information and cluster - based models of allele frequencies at each marker position .",2
1692,"What is cnvHap in sentence: Like PennCNV , cnvHap uses an HMM approach but additionally incorporates chromosome - wide haplotypic information and cluster - based models of allele frequencies at each marker position .",2
1693,"What is BEAGLE in sentence: In Family A only , IBD analysis was performed using the HCS genotypes and the BEAGLE software package , Version 3.3.2 [79] .",3
1694,What is PLINK in sentence: The SNP base calls were normalized to the forward genomic reference strand and converted to PLINK [66] format with the participants coded as unrelated .,3
1695,What is PLINK in sentence: The unphased genotypes of 165 unrelated HapMap 3 Caucasians ( CEU ) were merged by PLINK with the genotypes of the eight participants .,3
1696,What is BEAGLE in sentence: The genotypes of the participants and the HapMap 3 Caucasians were phased as unrelated subjects in BEAGLE .,3
1697,"What is BEAGLE in sentence: The fastIBD routine of BEAGLE was then used to estimate the shared haplotype frequencies among all pairs , inputting default parameters .",3
1698,"What is MERLIN in sentence: Selected variants in Family A were tested for segregation using single - marker parametric linkage analysis based on the same parameters as the genome - wide multipoint linkage analysis , here using MERLIN [80] with customized bit size to accommodate the pedigree size .",3
1699,"What is Seattle Seq in sentence: Exome Variant Annotation , Filtering , and Single - Variant Genotyping : Exome variants were annotated using ClinVar ( http://www.ncbi.nlm.nih.gov/clinvar ) and Seattle Seq 137 ( http://snp.gs.washington.edu/SeattleSeqAnnotation137/HelpHowToUse.jsp ) , Variant Effect Predictor , Release 76 [ 81 , 82 ] , and searched with GEMINI [83] .",3
1700,"What is Variant Effect Predictor in sentence: Exome Variant Annotation , Filtering , and Single - Variant Genotyping : Exome variants were annotated using ClinVar ( http://www.ncbi.nlm.nih.gov/clinvar ) and Seattle Seq 137 ( http://snp.gs.washington.edu/SeattleSeqAnnotation137/HelpHowToUse.jsp ) , Variant Effect Predictor , Release 76 [ 81 , 82 ] , and searched with GEMINI [83] .",3
1701,"What is GEMINI in sentence: Exome Variant Annotation , Filtering , and Single - Variant Genotyping : Exome variants were annotated using ClinVar ( http://www.ncbi.nlm.nih.gov/clinvar ) and Seattle Seq 137 ( http://snp.gs.washington.edu/SeattleSeqAnnotation137/HelpHowToUse.jsp ) , Variant Effect Predictor , Release 76 [ 81 , 82 ] , and searched with GEMINI [83] .",3
1702,"What is GATK in sentence: To maximize reliability , variants with read depths < 10 and variants that failed quality control by GATK [84] were excluded .",3
1703,"What is Genome Variation Server in sentence: Variants were further evaluated with respect to their functions ( e.g. , missense , coding - synonymous ) , using the in - house Genome Variation Server , and predicted functional effects ( e.g. , benign , possibly damaging ) , using PolyPhen [85] and the Combined Annotation Dependent Depletion ( CADD ) scores [86] .",3
1704,"What is PolyPhen in sentence: Variants were further evaluated with respect to their functions ( e.g. , missense , coding - synonymous ) , using the in - house Genome Variation Server , and predicted functional effects ( e.g. , benign , possibly damaging ) , using PolyPhen [85] and the Combined Annotation Dependent Depletion ( CADD ) scores [86] .",3
1705,"What is Combined Annotation Dependent Depletion in sentence: Variants were further evaluated with respect to their functions ( e.g. , missense , coding - synonymous ) , using the in - house Genome Variation Server , and predicted functional effects ( e.g. , benign , possibly damaging ) , using PolyPhen [85] and the Combined Annotation Dependent Depletion ( CADD ) scores [86] .",3
